jaar;gebiedcode15;variabele;waarde;
2017;E37;BEV25_29;2514;
2016;E37;BEV25_29;2574;
2015;E37;BEV25_29;2372;
2020;E37;BEV30_34;2542;
2019;E37;BEV30_34;2469;
2017;E37;BEV30_34;2292;
2016;E37;BEV30_34;2343;
2015;E37;BEV30_34;2349;
2020;E37;BEV35_39;1930;
2019;E37;BEV35_39;1922;
2017;E37;BEV35_39;1800;
2016;E37;BEV35_39;1882;
2015;E37;BEV35_39;1867;
2020;E37;BEV40_44;1446;
2019;E37;BEV40_44;1447;
2017;E37;BEV40_44;1471;
2016;E37;BEV40_44;1488;
2015;E37;BEV40_44;1492;
2020;E37;BEV45_49;1263;
2019;E37;BEV45_49;1263;
2017;E37;BEV45_49;1230;
2016;E37;BEV45_49;1218;
2015;E37;BEV45_49;1245;
2020;E37;BEV50_54;1106;
2019;E37;BEV50_54;1104;
2017;E37;BEV50_54;1079;
2016;E37;BEV50_54;1058;
2015;E37;BEV50_54;1053;
2020;E37;BEV55_59;913;
2019;E37;BEV55_59;873;
2017;E37;BEV55_59;804;
2016;E37;BEV55_59;785;
2015;E37;BEV55_59;785;
2020;E37;BEV60_64;685;
2019;E37;BEV60_64;679;
2017;E37;BEV60_64;672;
2016;E37;BEV60_64;678;
2015;E37;BEV60_64;654;
2020;E37;BEV65_69;556;
2018;E37;IINKQ1_P;31;
2017;E37;IINKQ1_P;32;
2016;E37;IINKQ1_P;33;
2015;E37;IINKQ1_P;34;
2018;E37;IINKQ2_P;23;
2017;E37;IINKQ2_P;24;
2016;E37;IINKQ2_P;24;
2015;E37;IINKQ2_P;25;
2018;E37;IINKQ3_P;19;
2017;E37;IINKQ3_P;20;
2016;E37;IINKQ3_P;20;
2015;E37;IINKQ3_P;19;
2018;E37;IINKQ4_P;14;
2017;E37;IINKQ4_P;14;
2016;E37;IINKQ4_P;13;
2015;E37;IINKQ4_P;12;
2018;E37;IINKQ5_P;12;
2017;E37;IINKQ5_P;11;
2016;E37;IINKQ5_P;10;
2015;E37;IINKQ5_P;10;
2020;E38;BEVTOTAAL;5872;
2019;E38;BEVTOTAAL;5887;
2017;E38;BEVTOTAAL;5765;
2016;E38;BEVTOTAAL;5891;
2015;E38;BEVTOTAAL;5898;
2020;E38;BEVMAN;2814;
2019;E38;BEVMAN;2824;
2017;E38;BEVMAN;2782;
2016;E38;BEVMAN;2867;
2015;E38;BEVMAN;2859;
2020;E38;BEVVROUW;3058;
2019;E38;BEVVROUW;3063;
2017;E38;BEVVROUW;2983;
2016;E38;BEVVROUW;3024;
2015;E38;BEVVROUW;3039;
2020;E38;BEVMAN_P;47.9;
2019;E38;BEVMAN_P;48.0;
2017;E38;BEVMAN_P;48.3;
2016;E38;BEVMAN_P;48.7;
2015;E38;BEVMAN_P;48.5;
2020;E38;BEVVROUW_P;52.1;
2019;E38;BEVVROUW_P;52.0;
2017;E38;BEVVROUW_P;51.7;
2016;E38;BEVVROUW_P;51.3;
2015;E38;BEVVROUW_P;51.5;
2020;E38;BEVDICHT;16240;
2019;E38;BEVDICHT;16274;
2017;E38;BEVDICHT;15942;
2016;E38;BEVDICHT;16364;
2015;E38;BEVDICHT;16383;
2020;E38;BEVSUR;154;
2019;E38;BEVSUR;146;
2017;E38;BEVSUR;155;
2016;E38;BEVSUR;156;
2015;E38;BEVSUR;169;
2020;E38;BEVANTIL;36;
2019;E38;BEVANTIL;47;
2017;E38;BEVANTIL;53;
2016;E38;BEVANTIL;53;
2015;E38;BEVANTIL;50;
2020;E38;BEVTURK;469;
2019;E38;BEVTURK;509;
2017;E38;BEVTURK;478;
2016;E38;BEVTURK;506;
2015;E38;BEVTURK;511;
2020;E38;BEVMAROK;538;
2019;E38;BEVMAROK;563;
2017;E38;BEVMAROK;576;
2016;E38;BEVMAROK;594;
2015;E38;BEVMAROK;610;
2020;E38;BEVOVNW;560;
2019;E38;BEVOVNW;498;
2017;E38;BEVOVNW;446;
2016;E38;BEVOVNW;464;
2015;E38;BEVOVNW;419;
2020;E38;BEVWEST;1290;
2019;E38;BEVWEST;1151;
2017;E38;BEVWEST;1007;
2016;E38;BEVWEST;1020;
2015;E38;BEVWEST;1007;
2020;E38;BEVAUTOCH;2825;
2019;E38;BEVAUTOCH;2973;
2017;E38;BEVAUTOCH;3050;
2016;E38;BEVAUTOCH;3098;
2015;E38;BEVAUTOCH;3132;
2020;E38;BEVSUR_P;2.6;
2019;E38;BEVSUR_P;2.5;
2017;E38;BEVSUR_P;2.7;
2016;E38;BEVSUR_P;2.6;
2015;E38;BEVSUR_P;2.9;
2020;E38;BEVANTIL_P;0.6;
2019;E38;BEVANTIL_P;0.8;
2017;E38;BEVANTIL_P;0.9;
2016;E38;BEVANTIL_P;0.9;
2015;E38;BEVANTIL_P;0.8;
2020;E38;BEVTURK_P;8.0;
2019;E38;BEVTURK_P;8.6;
2017;E38;BEVTURK_P;8.3;
2016;E38;BEVTURK_P;8.6;
2015;E38;BEVTURK_P;8.7;
2020;E38;BEVMAROK_P;9.2;
2019;E38;BEVMAROK_P;9.6;
2017;E38;BEVMAROK_P;10.0;
2016;E38;BEVMAROK_P;10.1;
2015;E38;BEVMAROK_P;10.3;
2020;E38;BEVOVNW_P;9.5;
2019;E38;BEVOVNW_P;8.5;
2017;E38;BEVOVNW_P;7.7;
2016;E38;BEVOVNW_P;7.9;
2015;E38;BEVOVNW_P;7.1;
2020;E38;BEVWEST_P;22.0;
2019;E38;BEVWEST_P;19.6;
2018;E38;BEVTOTAAL;5850;
2018;E38;BEVMAN;2828;
2018;E38;BEVVROUW;3022;
2018;E38;BEVMAN_P;48.3;
2018;E38;BEVVROUW_P;51.7;
2018;E38;BEVDICHT;16171;
2018;E38;BEVSUR;157;
2018;E38;BEVANTIL;52;
2018;E38;BEVTURK;470;
2018;E38;BEVMAROK;575;
2018;E38;BEVOVNW;488;
2018;E38;BEVWEST;1082;
2018;E38;BEVAUTOCH;3026;
2018;E38;BEVSUR_P;2.7;
2018;E38;BEVANTIL_P;0.9;
2018;E38;BEVTURK_P;8.0;
2018;E38;BEVMAROK_P;9.8;
2018;E38;BEVOVNW_P;8.3;
2018;E38;BEVWEST_P;18.5;
2018;E38;BEVAUTOCH_P;51.7;
2018;E38;BEVNW;1742;
2018;E38;BEVNW_P;29.8;
2018;E38;BEVEGNW;987;
2018;E38;BEVEGWEST;692;
2018;E38;BEVNSTEDELING;2718;
2018;E38;BEVNSTEDELING_P;46.5;
2018;E38;BEVOPLLAAG_P;17;
2018;E38;BEVOPLMID_P;25;
2018;E38;BEVOPLHOOG_P;59;
2018;E38;BEVHHMKIND;660;
2018;E38;BEVHHMKIND_P;19.8;
2018;E38;BEV1P80PLUS;35;
2018;E38;BEV1P80PLUS_P;0.6;
2018;E38;BEV1P65_79V;105;
2018;E38;BEV1P65_79M;88;
2018;E38;BEV1P80PLUSV;29;
2018;E38;BEV1P80PLUSM;6;
2018;E38;BEV0_4;312;
2018;E38;BEV5_9;209;
2018;E38;BEV10_14;205;
2018;E38;BEV15_19;178;
2018;E38;BEV20_24;501;
2018;E38;BEV25_29;911;
2018;E38;BEV30_34;862;
2018;E38;BEV35_39;624;
2018;E38;BEV40_44;508;
2018;E38;BEV45_49;389;
2018;E38;BEV50_54;291;
2018;E38;BEV55_59;238;
2018;E38;BEV60_64;166;
2017;E38;BEVWEST_P;17.5;
2016;E38;BEVWEST_P;17.3;
2015;E38;BEVWEST_P;17.1;
2020;E38;BEVAUTOCH_P;48.1;
2019;E38;BEVAUTOCH_P;50.5;
2017;E38;BEVAUTOCH_P;52.9;
2016;E38;BEVAUTOCH_P;52.6;
2015;E38;BEVAUTOCH_P;53.1;
2020;E38;BEVNW;1757;
2019;E38;BEVNW;1763;
2017;E38;BEVNW;1708;
2016;E38;BEVNW;1773;
2015;E38;BEVNW;1759;
2020;E38;BEVNW_P;29.9;
2019;E38;BEVNW_P;29.9;
2017;E38;BEVNW_P;29.6;
2016;E38;BEVNW_P;30.1;
2015;E38;BEVNW_P;29.8;
2020;E38;BEVEGNW;1046;
2019;E38;BEVEGNW;1005;
2017;E38;BEVEGNW;955;
2016;E38;BEVEGNW;983;
2015;E38;BEVEGNW;977;
2020;E38;BEVEGWEST;905;
2019;E38;BEVEGWEST;759;
2017;E38;BEVEGWEST;619;
2016;E38;BEVEGWEST;615;
2015;E38;BEVEGWEST;606;
2020;E38;BEVNSTEDELING;2700;
2019;E38;BEVNSTEDELING;2724;
2017;E38;BEVNSTEDELING;2682;
2016;E38;BEVNSTEDELING;2707;
2015;E38;BEVNSTEDELING;2714;
2020;E38;BEVNSTEDELING_P;46.0;
2019;E38;BEVNSTEDELING_P;46.3;
2017;E38;BEVNSTEDELING_P;46.5;
2016;E38;BEVNSTEDELING_P;46.0;
2015;E38;BEVNSTEDELING_P;46.0;
2017;E38;BEVOPLLAAG_P;17;
2016;E38;BEVOPLLAAG_P;17;
2015;E38;BEVOPLLAAG_P;17;
2017;E38;BEVOPLMID_P;25;
2016;E38;BEVOPLMID_P;26;
2015;E38;BEVOPLMID_P;27;
2017;E38;BEVOPLHOOG_P;58;
2016;E38;BEVOPLHOOG_P;57;
2015;E38;BEVOPLHOOG_P;56;
2020;E38;BEVHHMKIND;654;
2019;E38;BEVHHMKIND;668;
2017;E38;BEVHHMKIND;650;
2016;E38;BEVHHMKIND;681;
2015;E38;BEVHHMKIND;683;
2020;E38;BEVHHMKIND_P;19.8;
2019;E38;BEVHHMKIND_P;20.3;
2017;E38;BEVHHMKIND_P;19.8;
2016;E38;BEVHHMKIND_P;20.6;
2015;E38;BEVHHMKIND_P;20.9;
2020;E38;BEV1P80PLUS;39;
2019;E38;BEV1P80PLUS;38;
2017;E38;BEV1P80PLUS;35;
2016;E38;BEV1P80PLUS;33;
2015;E38;BEV1P80PLUS;42;
2020;E38;BEV1P80PLUS_P;0.7;
2019;E38;BEV1P80PLUS_P;0.6;
2017;E38;BEV1P80PLUS_P;0.6;
2016;E38;BEV1P80PLUS_P;0.6;
2015;E38;BEV1P80PLUS_P;0.7;
2020;E38;BEV1P65_79V;104;
2019;E38;BEV1P65_79V;106;
2017;E38;BEV1P65_79V;93;
2016;E38;BEV1P65_79V;92;
2015;E38;BEV1P65_79V;86;
2020;E38;BEV1P65_79M;80;
2019;E38;BEV1P65_79M;80;
2017;E38;BEV1P65_79M;81;
2016;E38;BEV1P65_79M;81;
2015;E38;BEV1P65_79M;68;
2020;E38;BEV1P80PLUSV;26;
2019;E38;BEV1P80PLUSV;27;
2017;E38;BEV1P80PLUSV;27;
2016;E38;BEV1P80PLUSV;27;
2015;E38;BEV1P80PLUSV;34;
2020;E38;BEV1P80PLUSM;13;
2019;E38;BEV1P80PLUSM;11;
2017;E38;BEV1P80PLUSM;8;
2016;E38;BEV1P80PLUSM;6;
2015;E38;BEV1P80PLUSM;8;
2020;E38;BEV0_4;322;
2019;E38;BEV0_4;329;
2017;E38;BEV0_4;318;
2016;E38;BEV0_4;362;
2015;E38;BEV0_4;377;
2020;E38;BEV5_9;184;
2019;E38;BEV5_9;189;
2017;E38;BEV5_9;218;
2016;E38;BEV5_9;236;
2015;E38;BEV5_9;243;
2020;E38;BEV10_14;169;
2019;E38;BEV10_14;205;
2017;E38;BEV10_14;203;
2016;E38;BEV10_14;211;
2015;E38;BEV10_14;208;
2020;E38;BEV15_19;202;
2019;E38;BEV15_19;194;
2017;E38;BEV15_19;172;
2016;E38;BEV15_19;185;
2015;E38;BEV15_19;197;
2020;E38;BEV20_24;451;
2019;E38;BEV20_24;463;
2017;E38;BEV20_24;476;
2016;E38;BEV20_24;515;
2015;E38;BEV20_24;536;
2020;E38;BEV25_29;917;
2019;E38;BEV25_29;919;
2017;E38;BEV25_29;895;
2016;E38;BEV25_29;889;
2015;E38;BEV25_29;852;
2020;E38;BEV30_34;966;
2019;E38;BEV30_34;911;
2017;E38;BEV30_34;847;
2016;E38;BEV30_34;846;
2015;E38;BEV30_34;855;
2020;E38;BEV35_39;603;
2019;E38;BEV35_39;616;
2017;E38;BEV35_39;660;
2016;E38;BEV35_39;696;
2015;E38;BEV35_39;706;
2020;E38;BEV40_44;499;
2019;E38;BEV40_44;521;
2017;E38;BEV40_44;491;
2016;E38;BEV40_44;499;
2015;E38;BEV40_44;517;
2020;E38;BEV45_49;365;
2019;E38;BEV45_49;372;
2017;E38;BEV45_49;383;
2016;E38;BEV45_49;379;
2015;E38;BEV45_49;344;
2020;E38;BEV50_54;290;
2019;E38;BEV50_54;294;
2017;E38;BEV50_54;274;
2016;E38;BEV50_54;264;
2015;E38;BEV50_54;283;
2020;E38;BEV55_59;258;
2019;E38;BEV55_59;246;
2017;E38;BEV55_59;215;
2016;E38;BEV55_59;202;
2015;E38;BEV55_59;184;
2020;E38;BEV60_64;174;
2019;E38;BEV60_64;158;
2017;E38;BEV60_64;178;
2016;E38;BEV60_64;170;
2015;E38;BEV60_64;177;
2020;E38;BEV65_69;164;
2018;E38;IINKQ1_P;24;
2017;E38;IINKQ1_P;24;
2016;E38;IINKQ1_P;25;
2015;E38;IINKQ1_P;25;
2018;E38;IINKQ2_P;21;
2017;E38;IINKQ2_P;23;
2016;E38;IINKQ2_P;21;
2015;E38;IINKQ2_P;23;
2018;E38;IINKQ3_P;22;
2017;E38;IINKQ3_P;23;
2016;E38;IINKQ3_P;22;
2015;E38;IINKQ3_P;23;
2018;E38;IINKQ4_P;18;
2017;E38;IINKQ4_P;18;
2016;E38;IINKQ4_P;19;
2015;E38;IINKQ4_P;17;
2018;E38;IINKQ5_P;15;
2017;E38;IINKQ5_P;13;
2016;E38;IINKQ5_P;13;
2015;E38;IINKQ5_P;12;
2020;E39;BEVTOTAAL;10724;
2019;E39;BEVTOTAAL;10166;
2017;E39;BEVTOTAAL;9918;
2016;E39;BEVTOTAAL;9577;
2015;E39;BEVTOTAAL;9220;
2020;E39;BEVMAN;5351;
2019;E39;BEVMAN;5013;
2017;E39;BEVMAN;4877;
2016;E39;BEVMAN;4638;
2015;E39;BEVMAN;4484;
2020;E39;BEVVROUW;5373;
2019;E39;BEVVROUW;5153;
2017;E39;BEVVROUW;5041;
2016;E39;BEVVROUW;4939;
2015;E39;BEVVROUW;4736;
2020;E39;BEVMAN_P;49.9;
2019;E39;BEVMAN_P;49.3;
2017;E39;BEVMAN_P;49.2;
2016;E39;BEVMAN_P;48.4;
2015;E39;BEVMAN_P;48.6;
2020;E39;BEVVROUW_P;50.1;
2019;E39;BEVVROUW_P;50.7;
2017;E39;BEVVROUW_P;50.8;
2016;E39;BEVVROUW_P;51.6;
2015;E39;BEVVROUW_P;51.4;
2020;E39;BEVDICHT;15209;
2019;E39;BEVDICHT;14417;
2017;E39;BEVDICHT;14094;
2016;E39;BEVDICHT;13489;
2015;E39;BEVDICHT;12986;
2020;E39;BEVSUR;562;
2019;E39;BEVSUR;542;
2017;E39;BEVSUR;561;
2016;E39;BEVSUR;561;
2015;E39;BEVSUR;588;
2020;E39;BEVANTIL;108;
2019;E39;BEVANTIL;100;
2017;E39;BEVANTIL;117;
2016;E39;BEVANTIL;117;
2015;E39;BEVANTIL;103;
2020;E39;BEVTURK;1547;
2019;E39;BEVTURK;1546;
2017;E39;BEVTURK;1622;
2016;E39;BEVTURK;1659;
2015;E39;BEVTURK;1696;
2020;E39;BEVMAROK;2841;
2019;E39;BEVMAROK;2764;
2017;E39;BEVMAROK;2768;
2016;E39;BEVMAROK;2711;
2015;E39;BEVMAROK;2645;
2020;E39;BEVOVNW;1325;
2019;E39;BEVOVNW;1193;
2017;E39;BEVOVNW;974;
2016;E39;BEVOVNW;910;
2015;E39;BEVOVNW;861;
2020;E39;BEVWEST;1450;
2019;E39;BEVWEST;1287;
2017;E39;BEVWEST;1064;
2016;E39;BEVWEST;972;
2015;E39;BEVWEST;905;
2020;E39;BEVAUTOCH;2891;
2019;E39;BEVAUTOCH;2734;
2017;E39;BEVAUTOCH;2812;
2016;E39;BEVAUTOCH;2647;
2015;E39;BEVAUTOCH;2422;
2020;E39;BEVSUR_P;5.2;
2019;E39;BEVSUR_P;5.3;
2017;E39;BEVSUR_P;5.7;
2016;E39;BEVSUR_P;5.9;
2015;E39;BEVSUR_P;6.4;
2020;E39;BEVANTIL_P;1.0;
2019;E39;BEVANTIL_P;1.0;
2017;E39;BEVANTIL_P;1.2;
2016;E39;BEVANTIL_P;1.2;
2015;E39;BEVANTIL_P;1.1;
2020;E39;BEVTURK_P;14.4;
2019;E39;BEVTURK_P;15.2;
2017;E39;BEVTURK_P;16.4;
2016;E39;BEVTURK_P;17.3;
2015;E39;BEVTURK_P;18.4;
2020;E39;BEVMAROK_P;26.5;
2019;E39;BEVMAROK_P;27.2;
2017;E39;BEVMAROK_P;27.9;
2016;E39;BEVMAROK_P;28.3;
2015;E39;BEVMAROK_P;28.7;
2020;E39;BEVOVNW_P;12.4;
2019;E39;BEVOVNW_P;11.7;
2017;E39;BEVOVNW_P;9.8;
2016;E39;BEVOVNW_P;9.5;
2015;E39;BEVOVNW_P;9.3;
2020;E39;BEVWEST_P;13.5;
2019;E39;BEVWEST_P;12.7;
2018;E39;BEVTOTAAL;10081;
2018;E39;BEVMAN;4987;
2018;E39;BEVVROUW;5094;
2018;E39;BEVMAN_P;49.5;
2018;E39;BEVVROUW_P;50.5;
2018;E39;BEVDICHT;14282;
2018;E39;BEVSUR;542;
2018;E39;BEVANTIL;116;
2018;E39;BEVTURK;1563;
2018;E39;BEVMAROK;2748;
2018;E39;BEVOVNW;1089;
2018;E39;BEVWEST;1256;
2018;E39;BEVAUTOCH;2767;
2018;E39;BEVSUR_P;5.4;
2018;E39;BEVANTIL_P;1.2;
2018;E39;BEVTURK_P;15.5;
2018;E39;BEVMAROK_P;27.3;
2018;E39;BEVOVNW_P;10.8;
2018;E39;BEVWEST_P;12.5;
2018;E39;BEVAUTOCH_P;27.4;
2018;E39;BEVNW;6058;
2018;E39;BEVNW_P;60.1;
2018;E39;BEVEGNW;3142;
2018;E39;BEVEGWEST;862;
2018;E39;BEVNSTEDELING;2324;
2018;E39;BEVNSTEDELING_P;23.1;
2018;E39;BEVOPLLAAG_P;33;
2018;E39;BEVOPLMID_P;32;
2018;E39;BEVOPLHOOG_P;36;
2018;E39;BEVHHMKIND;1393;
2018;E39;BEVHHMKIND_P;27.1;
2018;E39;BEV1P80PLUS;141;
2018;E39;BEV1P80PLUS_P;1.4;
2018;E39;BEV1P65_79V;140;
2018;E39;BEV1P65_79M;81;
2018;E39;BEV1P80PLUSV;121;
2018;E39;BEV1P80PLUSM;20;
2018;E39;BEV0_4;719;
2018;E39;BEV5_9;554;
2018;E39;BEV10_14;543;
2018;E39;BEV15_19;616;
2018;E39;BEV20_24;1073;
2018;E39;BEV25_29;1525;
2018;E39;BEV30_34;1062;
2018;E39;BEV35_39;824;
2018;E39;BEV40_44;667;
2018;E39;BEV45_49;502;
2018;E39;BEV50_54;451;
2018;E39;BEV55_59;408;
2018;E39;BEV60_64;323;
2017;E39;BEVWEST_P;10.7;
2016;E39;BEVWEST_P;10.1;
2015;E39;BEVWEST_P;9.8;
2020;E39;BEVAUTOCH_P;27.0;
2019;E39;BEVAUTOCH_P;26.9;
2017;E39;BEVAUTOCH_P;28.4;
2016;E39;BEVAUTOCH_P;27.6;
2015;E39;BEVAUTOCH_P;26.3;
2020;E39;BEVNW;6383;
2019;E39;BEVNW;6145;
2017;E39;BEVNW;6042;
2016;E39;BEVNW;5958;
2015;E39;BEVNW;5893;
2020;E39;BEVNW_P;59.5;
2019;E39;BEVNW_P;60.4;
2017;E39;BEVNW_P;60.9;
2016;E39;BEVNW_P;62.2;
2015;E39;BEVNW_P;63.9;
2020;E39;BEVEGNW;3384;
2019;E39;BEVEGNW;3229;
2017;E39;BEVEGNW;3072;
2016;E39;BEVEGNW;3043;
2015;E39;BEVEGNW;3015;
2020;E39;BEVEGWEST;1029;
2019;E39;BEVEGWEST;903;
2017;E39;BEVEGWEST;669;
2016;E39;BEVEGWEST;598;
2015;E39;BEVEGWEST;565;
2020;E39;BEVNSTEDELING;2528;
2019;E39;BEVNSTEDELING;2301;
2017;E39;BEVNSTEDELING;2257;
2016;E39;BEVNSTEDELING;2109;
2015;E39;BEVNSTEDELING;1881;
2020;E39;BEVNSTEDELING_P;23.6;
2019;E39;BEVNSTEDELING_P;22.6;
2017;E39;BEVNSTEDELING_P;22.8;
2016;E39;BEVNSTEDELING_P;22.0;
2015;E39;BEVNSTEDELING_P;20.4;
2017;E39;BEVOPLLAAG_P;34;
2016;E39;BEVOPLLAAG_P;33;
2015;E39;BEVOPLLAAG_P;35;
2017;E39;BEVOPLMID_P;31;
2016;E39;BEVOPLMID_P;33;
2015;E39;BEVOPLMID_P;35;
2017;E39;BEVOPLHOOG_P;35;
2016;E39;BEVOPLHOOG_P;34;
2015;E39;BEVOPLHOOG_P;30;
2020;E39;BEVHHMKIND;1431;
2019;E39;BEVHHMKIND;1403;
2017;E39;BEVHHMKIND;1380;
2016;E39;BEVHHMKIND;1351;
2015;E39;BEVHHMKIND;1351;
2020;E39;BEVHHMKIND_P;25.9;
2019;E39;BEVHHMKIND_P;27.3;
2017;E39;BEVHHMKIND_P;28.0;
2016;E39;BEVHHMKIND_P;28.4;
2015;E39;BEVHHMKIND_P;30.4;
2020;E39;BEV1P80PLUS;158;
2019;E39;BEV1P80PLUS;136;
2017;E39;BEV1P80PLUS;153;
2016;E39;BEV1P80PLUS;152;
2015;E39;BEV1P80PLUS;152;
2020;E39;BEV1P80PLUS_P;1.5;
2019;E39;BEV1P80PLUS_P;1.3;
2017;E39;BEV1P80PLUS_P;1.5;
2016;E39;BEV1P80PLUS_P;1.6;
2015;E39;BEV1P80PLUS_P;1.6;
2020;E39;BEV1P65_79V;137;
2019;E39;BEV1P65_79V;129;
2017;E39;BEV1P65_79V;129;
2016;E39;BEV1P65_79V;122;
2015;E39;BEV1P65_79V;105;
2020;E39;BEV1P65_79M;99;
2019;E39;BEV1P65_79M;92;
2017;E39;BEV1P65_79M;75;
2016;E39;BEV1P65_79M;70;
2015;E39;BEV1P65_79M;70;
2020;E39;BEV1P80PLUSV;130;
2019;E39;BEV1P80PLUSV;116;
2017;E39;BEV1P80PLUSV;125;
2016;E39;BEV1P80PLUSV;127;
2015;E39;BEV1P80PLUSV;131;
2020;E39;BEV1P80PLUSM;28;
2019;E39;BEV1P80PLUSM;20;
2017;E39;BEV1P80PLUSM;28;
2016;E39;BEV1P80PLUSM;25;
2015;E39;BEV1P80PLUSM;21;
2020;E39;BEV0_4;665;
2019;E39;BEV0_4;689;
2017;E39;BEV0_4;703;
2016;E39;BEV0_4;668;
2015;E39;BEV0_4;661;
2020;E39;BEV5_9;589;
2019;E39;BEV5_9;586;
2017;E39;BEV5_9;569;
2016;E39;BEV5_9;565;
2015;E39;BEV5_9;567;
2020;E39;BEV10_14;541;
2019;E39;BEV10_14;527;
2017;E39;BEV10_14;540;
2016;E39;BEV10_14;532;
2015;E39;BEV10_14;543;
2020;E39;BEV15_19;644;
2019;E39;BEV15_19;576;
2017;E39;BEV15_19;566;
2016;E39;BEV15_19;603;
2015;E39;BEV15_19;552;
2020;E39;BEV20_24;1009;
2019;E39;BEV20_24;1068;
2017;E39;BEV20_24;1127;
2016;E39;BEV20_24;1225;
2015;E39;BEV20_24;1213;
2020;E39;BEV25_29;1711;
2019;E39;BEV25_29;1496;
2017;E39;BEV25_29;1478;
2016;E39;BEV25_29;1322;
2015;E39;BEV25_29;1200;
2020;E39;BEV30_34;1270;
2019;E39;BEV30_34;1132;
2017;E39;BEV30_34;1033;
2016;E39;BEV30_34;930;
2015;E39;BEV30_34;840;
2020;E39;BEV35_39;869;
2019;E39;BEV35_39;832;
2017;E39;BEV35_39;785;
2016;E39;BEV35_39;706;
2015;E39;BEV35_39;723;
2020;E39;BEV40_44;690;
2019;E39;BEV40_44;656;
2017;E39;BEV40_44;654;
2016;E39;BEV40_44;626;
2015;E39;BEV40_44;605;
2020;E39;BEV45_49;605;
2019;E39;BEV45_49;557;
2017;E39;BEV45_49;495;
2016;E39;BEV45_49;481;
2015;E39;BEV45_49;467;
2020;E39;BEV50_54;463;
2019;E39;BEV50_54;461;
2017;E39;BEV50_54;453;
2016;E39;BEV50_54;454;
2015;E39;BEV50_54;453;
2020;E39;BEV55_59;444;
2019;E39;BEV55_59;409;
2017;E39;BEV55_59;398;
2016;E39;BEV55_59;398;
2015;E39;BEV55_59;357;
2020;E39;BEV60_64;351;
2019;E39;BEV60_64;347;
2017;E39;BEV60_64;317;
2016;E39;BEV60_64;302;
2015;E39;BEV60_64;301;
2020;E39;BEV65_69;266;
2018;E39;IINKQ1_P;33;
2017;E39;IINKQ1_P;33;
2016;E39;IINKQ1_P;34;
2015;E39;IINKQ1_P;35;
2018;E39;IINKQ2_P;26;
2017;E39;IINKQ2_P;26;
2016;E39;IINKQ2_P;28;
2015;E39;IINKQ2_P;27;
2018;E39;IINKQ3_P;17;
2017;E39;IINKQ3_P;18;
2016;E39;IINKQ3_P;19;
2015;E39;IINKQ3_P;18;
2018;E39;IINKQ4_P;13;
2017;E39;IINKQ4_P;13;
2016;E39;IINKQ4_P;12;
2015;E39;IINKQ4_P;11;
2018;E39;IINKQ5_P;10;
2017;E39;IINKQ5_P;9;
2016;E39;IINKQ5_P;8;
2015;E39;IINKQ5_P;9;
2020;E40;BEVTOTAAL;6842;
2019;E40;BEVTOTAAL;6817;
2017;E40;BEVTOTAAL;6935;
2016;E40;BEVTOTAAL;6840;
2015;E40;BEVTOTAAL;6751;
2020;E40;BEVMAN;3356;
2019;E40;BEVMAN;3323;
2017;E40;BEVMAN;3324;
2016;E40;BEVMAN;3253;
2015;E40;BEVMAN;3206;
2020;E40;BEVVROUW;3485;
2019;E40;BEVVROUW;3493;
2017;E40;BEVVROUW;3611;
2016;E40;BEVVROUW;3587;
2015;E40;BEVVROUW;3545;
2020;E40;BEVMAN_P;49.0;
2019;E40;BEVMAN_P;48.7;
2017;E40;BEVMAN_P;47.9;
2016;E40;BEVMAN_P;47.6;
2015;E40;BEVMAN_P;47.5;
2020;E40;BEVVROUW_P;50.9;
2019;E40;BEVVROUW_P;51.2;
2017;E40;BEVVROUW_P;52.1;
2016;E40;BEVVROUW_P;52.4;
2015;E40;BEVVROUW_P;52.5;
2020;E40;BEVDICHT;24857;
2019;E40;BEVDICHT;24767;
2017;E40;BEVDICHT;25193;
2016;E40;BEVDICHT;24429;
2015;E40;BEVDICHT;24111;
2020;E40;BEVSUR;216;
2019;E40;BEVSUR;219;
2017;E40;BEVSUR;206;
2016;E40;BEVSUR;206;
2015;E40;BEVSUR;238;
2020;E40;BEVANTIL;54;
2019;E40;BEVANTIL;50;
2017;E40;BEVANTIL;51;
2016;E40;BEVANTIL;49;
2015;E40;BEVANTIL;48;
2020;E40;BEVTURK;184;
2019;E40;BEVTURK;194;
2017;E40;BEVTURK;240;
2016;E40;BEVTURK;235;
2015;E40;BEVTURK;237;
2020;E40;BEVMAROK;312;
2019;E40;BEVMAROK;318;
2017;E40;BEVMAROK;349;
2016;E40;BEVMAROK;341;
2015;E40;BEVMAROK;339;
2020;E40;BEVOVNW;639;
2019;E40;BEVOVNW;605;
2017;E40;BEVOVNW;538;
2016;E40;BEVOVNW;511;
2015;E40;BEVOVNW;480;
2020;E40;BEVWEST;1626;
2019;E40;BEVWEST;1537;
2017;E40;BEVWEST;1435;
2016;E40;BEVWEST;1346;
2015;E40;BEVWEST;1250;
2020;E40;BEVAUTOCH;3811;
2019;E40;BEVAUTOCH;3894;
2017;E40;BEVAUTOCH;4116;
2016;E40;BEVAUTOCH;4152;
2015;E40;BEVAUTOCH;4159;
2020;E40;BEVSUR_P;3.2;
2019;E40;BEVSUR_P;3.2;
2017;E40;BEVSUR_P;3.0;
