jaar;gebiedcode15;gebiedcodetype;gebiednaam;variabele;waarde
2020;F;STADSDELEN;Nieuw-West;BEV1P80PLUSV;2108
2019;F;STADSDELEN;Nieuw-West;BEV1P80PLUSV;2126
2017;F;STADSDELEN;Nieuw-West;BEV1P80PLUSV;2306
2016;F;STADSDELEN;Nieuw-West;BEV1P80PLUSV;2337
2015;F;STADSDELEN;Nieuw-West;BEV1P80PLUSV;2356
2020;F;STADSDELEN;Nieuw-West;BEV1P80PLUSM;693
2019;F;STADSDELEN;Nieuw-West;BEV1P80PLUSM;705
2017;F;STADSDELEN;Nieuw-West;BEV1P80PLUSM;698
2016;F;STADSDELEN;Nieuw-West;BEV1P80PLUSM;694
2015;F;STADSDELEN;Nieuw-West;BEV1P80PLUSM;695
2020;F;STADSDELEN;Nieuw-West;BEV0_4;9867
2019;F;STADSDELEN;Nieuw-West;BEV0_4;9928
2017;F;STADSDELEN;Nieuw-West;BEV0_4;9982
2016;F;STADSDELEN;Nieuw-West;BEV0_4;10066
2015;F;STADSDELEN;Nieuw-West;BEV0_4;10003
2020;F;STADSDELEN;Nieuw-West;BEV5_9;9309
2019;F;STADSDELEN;Nieuw-West;BEV5_9;9255
2017;F;STADSDELEN;Nieuw-West;BEV5_9;9126
2016;F;STADSDELEN;Nieuw-West;BEV5_9;8989
2015;F;STADSDELEN;Nieuw-West;BEV5_9;8798
2020;F;STADSDELEN;Nieuw-West;BEV10_14;8735
2019;F;STADSDELEN;Nieuw-West;BEV10_14;8504
2017;F;STADSDELEN;Nieuw-West;BEV10_14;8245
2016;F;STADSDELEN;Nieuw-West;BEV10_14;8163
2015;F;STADSDELEN;Nieuw-West;BEV10_14;8209
2020;F;STADSDELEN;Nieuw-West;BEV15_19;9335
2019;F;STADSDELEN;Nieuw-West;BEV15_19;9226
2017;F;STADSDELEN;Nieuw-West;BEV15_19;9170
2016;F;STADSDELEN;Nieuw-West;BEV15_19;9097
2015;F;STADSDELEN;Nieuw-West;BEV15_19;8967
2020;F;STADSDELEN;Nieuw-West;BEV20_24;13915
2019;F;STADSDELEN;Nieuw-West;BEV20_24;13928
2017;F;STADSDELEN;Nieuw-West;BEV20_24;13155
2016;F;STADSDELEN;Nieuw-West;BEV20_24;12800
2015;F;STADSDELEN;Nieuw-West;BEV20_24;12748
2020;F;STADSDELEN;Nieuw-West;BEV25_29;16619
2019;F;STADSDELEN;Nieuw-West;BEV25_29;16199
2017;F;STADSDELEN;Nieuw-West;BEV25_29;14216
2016;F;STADSDELEN;Nieuw-West;BEV25_29;13586
2015;F;STADSDELEN;Nieuw-West;BEV25_29;12866
2020;F;STADSDELEN;Nieuw-West;BEV30_34;14326
2019;F;STADSDELEN;Nieuw-West;BEV30_34;14012
2017;F;STADSDELEN;Nieuw-West;BEV30_34;12686
2016;F;STADSDELEN;Nieuw-West;BEV30_34;12459
2015;F;STADSDELEN;Nieuw-West;BEV30_34;12001
2020;F;STADSDELEN;Nieuw-West;BEV35_39;12023
2019;F;STADSDELEN;Nieuw-West;BEV35_39;11627
2017;F;STADSDELEN;Nieuw-West;BEV35_39;10996
2016;F;STADSDELEN;Nieuw-West;BEV35_39;10717
2015;F;STADSDELEN;Nieuw-West;BEV35_39;10316
2020;F;STADSDELEN;Nieuw-West;BEV40_44;9994
2019;F;STADSDELEN;Nieuw-West;BEV40_44;9703
2017;F;STADSDELEN;Nieuw-West;BEV40_44;9402
2016;F;STADSDELEN;Nieuw-West;BEV40_44;9585
2015;F;STADSDELEN;Nieuw-West;BEV40_44;9766
2020;F;STADSDELEN;Nieuw-West;BEV45_49;9510
2019;F;STADSDELEN;Nieuw-West;BEV45_49;9659
2017;F;STADSDELEN;Nieuw-West;BEV45_49;9731
2016;F;STADSDELEN;Nieuw-West;BEV45_49;9809
2015;F;STADSDELEN;Nieuw-West;BEV45_49;9790
2020;F;STADSDELEN;Nieuw-West;BEV50_54;9560
2019;F;STADSDELEN;Nieuw-West;BEV50_54;9688
2017;F;STADSDELEN;Nieuw-West;BEV50_54;10017
2016;F;STADSDELEN;Nieuw-West;BEV50_54;9911
2015;F;STADSDELEN;Nieuw-West;BEV50_54;9843
2020;F;STADSDELEN;Nieuw-West;BEV55_59;9481
2019;F;STADSDELEN;Nieuw-West;BEV55_59;9315
2017;F;STADSDELEN;Nieuw-West;BEV55_59;8765
2016;F;STADSDELEN;Nieuw-West;BEV55_59;8593
2015;F;STADSDELEN;Nieuw-West;BEV55_59;8285
2020;F;STADSDELEN;Nieuw-West;BEV60_64;7752
2019;F;STADSDELEN;Nieuw-West;BEV60_64;7563
2017;F;STADSDELEN;Nieuw-West;BEV60_64;7173
2016;F;STADSDELEN;Nieuw-West;BEV60_64;6768
2015;F;STADSDELEN;Nieuw-West;BEV60_64;6620
2020;F;STADSDELEN;Nieuw-West;BEV65_69;6075
2018;F;STADSDELEN;Nieuw-West;IINKQ1_P;29
2017;F;STADSDELEN;Nieuw-West;IINKQ1_P;29
2016;F;STADSDELEN;Nieuw-West;IINKQ1_P;29
2015;F;STADSDELEN;Nieuw-West;IINKQ1_P;29
2018;F;STADSDELEN;Nieuw-West;IINKQ2_P;23
2017;F;STADSDELEN;Nieuw-West;IINKQ2_P;23
2016;F;STADSDELEN;Nieuw-West;IINKQ2_P;23
2015;F;STADSDELEN;Nieuw-West;IINKQ2_P;23
2018;F;STADSDELEN;Nieuw-West;IINKQ3_P;18
2017;F;STADSDELEN;Nieuw-West;IINKQ3_P;18
2016;F;STADSDELEN;Nieuw-West;IINKQ3_P;19
2015;F;STADSDELEN;Nieuw-West;IINKQ3_P;19
2018;F;STADSDELEN;Nieuw-West;IINKQ4_P;15
2017;F;STADSDELEN;Nieuw-West;IINKQ4_P;15
2016;F;STADSDELEN;Nieuw-West;IINKQ4_P;15
2015;F;STADSDELEN;Nieuw-West;IINKQ4_P;15
2018;F;STADSDELEN;Nieuw-West;IINKQ5_P;14
2017;F;STADSDELEN;Nieuw-West;IINKQ5_P;14
2016;F;STADSDELEN;Nieuw-West;IINKQ5_P;14
2015;F;STADSDELEN;Nieuw-West;IINKQ5_P;14
2020;K;STADSDELEN;Zuid;BEVTOTAAL;146291
2019;K;STADSDELEN;Zuid;BEVTOTAAL;145966
2017;K;STADSDELEN;Zuid;BEVTOTAAL;144432
2016;K;STADSDELEN;Zuid;BEVTOTAAL;143258
2015;K;STADSDELEN;Zuid;BEVTOTAAL;141438
2020;K;STADSDELEN;Zuid;BEVMAN;70121
2019;K;STADSDELEN;Zuid;BEVMAN;69838
2017;K;STADSDELEN;Zuid;BEVMAN;68889
2016;K;STADSDELEN;Zuid;BEVMAN;68173
2015;K;STADSDELEN;Zuid;BEVMAN;67220
2020;K;STADSDELEN;Zuid;BEVVROUW;76169
2019;K;STADSDELEN;Zuid;BEVVROUW;76128
2017;K;STADSDELEN;Zuid;BEVVROUW;75543
2016;K;STADSDELEN;Zuid;BEVVROUW;75085
2015;K;STADSDELEN;Zuid;BEVVROUW;74218
2020;K;STADSDELEN;Zuid;BEVMAN_P;47.9
2019;K;STADSDELEN;Zuid;BEVMAN_P;47.8
2017;K;STADSDELEN;Zuid;BEVMAN_P;47.7
2016;K;STADSDELEN;Zuid;BEVMAN_P;47.6
2015;K;STADSDELEN;Zuid;BEVMAN_P;47.5
2020;K;STADSDELEN;Zuid;BEVVROUW_P;52.1
2019;K;STADSDELEN;Zuid;BEVVROUW_P;52.2
2017;K;STADSDELEN;Zuid;BEVVROUW_P;52.3
2016;K;STADSDELEN;Zuid;BEVVROUW_P;52.4
2015;K;STADSDELEN;Zuid;BEVVROUW_P;52.5
2020;K;STADSDELEN;Zuid;BEVDICHT;9516
2019;K;STADSDELEN;Zuid;BEVDICHT;9487
2017;K;STADSDELEN;Zuid;BEVDICHT;9349
2016;K;STADSDELEN;Zuid;BEVDICHT;9266
2015;K;STADSDELEN;Zuid;BEVDICHT;9155
2020;K;STADSDELEN;Zuid;BEVSUR;4666
2019;K;STADSDELEN;Zuid;BEVSUR;4745
2017;K;STADSDELEN;Zuid;BEVSUR;4771
2016;K;STADSDELEN;Zuid;BEVSUR;4745
2015;K;STADSDELEN;Zuid;BEVSUR;4790
2020;K;STADSDELEN;Zuid;BEVANTIL;1271
2019;K;STADSDELEN;Zuid;BEVANTIL;1315
2017;K;STADSDELEN;Zuid;BEVANTIL;1295
2016;K;STADSDELEN;Zuid;BEVANTIL;1294
2015;K;STADSDELEN;Zuid;BEVANTIL;1262
2020;K;STADSDELEN;Zuid;BEVTURK;2644
2019;K;STADSDELEN;Zuid;BEVTURK;2528
2017;K;STADSDELEN;Zuid;BEVTURK;2213
2016;K;STADSDELEN;Zuid;BEVTURK;2119
2015;K;STADSDELEN;Zuid;BEVTURK;2107
2020;K;STADSDELEN;Zuid;BEVMAROK;4129
2019;K;STADSDELEN;Zuid;BEVMAROK;4178
2017;K;STADSDELEN;Zuid;BEVMAROK;4109
2016;K;STADSDELEN;Zuid;BEVMAROK;4106
2015;K;STADSDELEN;Zuid;BEVMAROK;4178
2020;K;STADSDELEN;Zuid;BEVOVNW;16701
2019;K;STADSDELEN;Zuid;BEVOVNW;15683
2017;K;STADSDELEN;Zuid;BEVOVNW;13526
2016;K;STADSDELEN;Zuid;BEVOVNW;12474
2015;K;STADSDELEN;Zuid;BEVOVNW;11712
2020;K;STADSDELEN;Zuid;BEVWEST;37682
2019;K;STADSDELEN;Zuid;BEVWEST;36422
2017;K;STADSDELEN;Zuid;BEVWEST;33632
2016;K;STADSDELEN;Zuid;BEVWEST;32480
2015;K;STADSDELEN;Zuid;BEVWEST;31166
2020;K;STADSDELEN;Zuid;BEVAUTOCH;79198
2019;K;STADSDELEN;Zuid;BEVAUTOCH;81095
2017;K;STADSDELEN;Zuid;BEVAUTOCH;84886
2016;K;STADSDELEN;Zuid;BEVAUTOCH;86040
2015;K;STADSDELEN;Zuid;BEVAUTOCH;86223
2020;K;STADSDELEN;Zuid;BEVSUR_P;3.2
2019;K;STADSDELEN;Zuid;BEVSUR_P;3.3
2017;K;STADSDELEN;Zuid;BEVSUR_P;3.3
2016;K;STADSDELEN;Zuid;BEVSUR_P;3.3
2015;K;STADSDELEN;Zuid;BEVSUR_P;3.4
2020;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2019;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2017;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2016;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2015;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2020;K;STADSDELEN;Zuid;BEVTURK_P;1.8
2019;K;STADSDELEN;Zuid;BEVTURK_P;1.7
2017;K;STADSDELEN;Zuid;BEVTURK_P;1.5
2016;K;STADSDELEN;Zuid;BEVTURK_P;1.5
2015;K;STADSDELEN;Zuid;BEVTURK_P;1.5
2020;K;STADSDELEN;Zuid;BEVMAROK_P;2.8
2019;K;STADSDELEN;Zuid;BEVMAROK_P;2.9
2017;K;STADSDELEN;Zuid;BEVMAROK_P;2.8
2016;K;STADSDELEN;Zuid;BEVMAROK_P;2.9
2015;K;STADSDELEN;Zuid;BEVMAROK_P;3.0
2020;K;STADSDELEN;Zuid;BEVOVNW_P;11.4
2019;K;STADSDELEN;Zuid;BEVOVNW_P;10.7
2017;K;STADSDELEN;Zuid;BEVOVNW_P;9.4
2016;K;STADSDELEN;Zuid;BEVOVNW_P;8.7
2015;K;STADSDELEN;Zuid;BEVOVNW_P;8.3
2020;K;STADSDELEN;Zuid;BEVWEST_P;25.8
2019;K;STADSDELEN;Zuid;BEVWEST_P;25.0
2017;K;STADSDELEN;Zuid;BEVWEST_P;23.3
2016;K;STADSDELEN;Zuid;BEVWEST_P;22.7
2015;K;STADSDELEN;Zuid;BEVWEST_P;22.0
2020;K;STADSDELEN;Zuid;BEVAUTOCH_P;54.1
2019;K;STADSDELEN;Zuid;BEVAUTOCH_P;55.6
2017;K;STADSDELEN;Zuid;BEVAUTOCH_P;58.8
2016;K;STADSDELEN;Zuid;BEVAUTOCH_P;60.1
2015;K;STADSDELEN;Zuid;BEVAUTOCH_P;61.0
2020;K;STADSDELEN;Zuid;BEVNW;29411
2019;K;STADSDELEN;Zuid;BEVNW;28449
2017;K;STADSDELEN;Zuid;BEVNW;25914
2016;K;STADSDELEN;Zuid;BEVNW;24738
2015;K;STADSDELEN;Zuid;BEVNW;24049
2020;K;STADSDELEN;Zuid;BEVNW_P;20.1
2019;K;STADSDELEN;Zuid;BEVNW_P;19.5
2017;K;STADSDELEN;Zuid;BEVNW_P;17.9
2016;K;STADSDELEN;Zuid;BEVNW_P;17.3
2015;K;STADSDELEN;Zuid;BEVNW_P;17.0
2020;K;STADSDELEN;Zuid;BEVEGNW;18834
2019;K;STADSDELEN;Zuid;BEVEGNW;17915
2017;K;STADSDELEN;Zuid;BEVEGNW;15777
2016;K;STADSDELEN;Zuid;BEVEGNW;14852
2015;K;STADSDELEN;Zuid;BEVEGNW;14311
2020;K;STADSDELEN;Zuid;BEVEGWEST;24599
2019;K;STADSDELEN;Zuid;BEVEGWEST;23268
2017;K;STADSDELEN;Zuid;BEVEGWEST;20295
2016;K;STADSDELEN;Zuid;BEVEGWEST;19167
2015;K;STADSDELEN;Zuid;BEVEGWEST;17910
2020;K;STADSDELEN;Zuid;BEVNSTEDELING;55277
2019;K;STADSDELEN;Zuid;BEVNSTEDELING;56161
2017;K;STADSDELEN;Zuid;BEVNSTEDELING;57866
2016;K;STADSDELEN;Zuid;BEVNSTEDELING;58146
2015;K;STADSDELEN;Zuid;BEVNSTEDELING;57347
2020;K;STADSDELEN;Zuid;BEVNSTEDELING_P;37.8
2019;K;STADSDELEN;Zuid;BEVNSTEDELING_P;38.5
2017;K;STADSDELEN;Zuid;BEVNSTEDELING_P;40.1
2016;K;STADSDELEN;Zuid;BEVNSTEDELING_P;40.6
2015;K;STADSDELEN;Zuid;BEVNSTEDELING_P;40.5
2017;K;STADSDELEN;Zuid;BEVOPLLAAG_P;14
2016;K;STADSDELEN;Zuid;BEVOPLLAAG_P;15
2015;K;STADSDELEN;Zuid;BEVOPLLAAG_P;16
2017;K;STADSDELEN;Zuid;BEVOPLMID_P;25
2016;K;STADSDELEN;Zuid;BEVOPLMID_P;26
2015;K;STADSDELEN;Zuid;BEVOPLMID_P;27
2017;K;STADSDELEN;Zuid;BEVOPLHOOG_P;61
2016;K;STADSDELEN;Zuid;BEVOPLHOOG_P;59
2015;K;STADSDELEN;Zuid;BEVOPLHOOG_P;57
2018;K;STADSDELEN;Zuid;BEVTOTAAL;145548
2018;K;STADSDELEN;Zuid;BEVMAN;69624
2018;K;STADSDELEN;Zuid;BEVVROUW;75924
2018;K;STADSDELEN;Zuid;BEVMAN_P;47.8
2018;K;STADSDELEN;Zuid;BEVVROUW_P;52.2
2018;K;STADSDELEN;Zuid;BEVDICHT;9466
2018;K;STADSDELEN;Zuid;BEVSUR;4788
2018;K;STADSDELEN;Zuid;BEVANTIL;1302
2018;K;STADSDELEN;Zuid;BEVTURK;2383
2018;K;STADSDELEN;Zuid;BEVMAROK;4166
2018;K;STADSDELEN;Zuid;BEVOVNW;14541
2018;K;STADSDELEN;Zuid;BEVWEST;35053
2018;K;STADSDELEN;Zuid;BEVAUTOCH;83315
2018;K;STADSDELEN;Zuid;BEVSUR_P;3.3
2018;K;STADSDELEN;Zuid;BEVANTIL_P;0.9
2018;K;STADSDELEN;Zuid;BEVTURK_P;1.6
2018;K;STADSDELEN;Zuid;BEVMAROK_P;2.9
2018;K;STADSDELEN;Zuid;BEVOVNW_P;10.0
2018;K;STADSDELEN;Zuid;BEVWEST_P;24.1
2018;K;STADSDELEN;Zuid;BEVAUTOCH_P;57.2
2018;K;STADSDELEN;Zuid;BEVNW;27180
2018;K;STADSDELEN;Zuid;BEVNW_P;18.7
2018;K;STADSDELEN;Zuid;BEVEGNW;16791
2018;K;STADSDELEN;Zuid;BEVEGWEST;21787
2018;K;STADSDELEN;Zuid;BEVNSTEDELING;57341
2018;K;STADSDELEN;Zuid;BEVNSTEDELING_P;39.4
2018;K;STADSDELEN;Zuid;BEVOPLLAAG_P;15
2018;K;STADSDELEN;Zuid;BEVOPLMID_P;25
2018;K;STADSDELEN;Zuid;BEVOPLHOOG_P;60
2018;K;STADSDELEN;Zuid;BEVHHMKIND;16902
2018;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.1
2018;K;STADSDELEN;Zuid;BEV1P80PLUS;3165
2018;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.2
2018;K;STADSDELEN;Zuid;BEV1P65_79V;5010
2018;K;STADSDELEN;Zuid;BEV1P65_79M;2855
2018;K;STADSDELEN;Zuid;BEV1P80PLUSV;2469
2018;K;STADSDELEN;Zuid;BEV1P80PLUSM;696
2018;K;STADSDELEN;Zuid;BEV0_4;7413
2018;K;STADSDELEN;Zuid;BEV5_9;5877
2018;K;STADSDELEN;Zuid;BEV10_14;4976
2018;K;STADSDELEN;Zuid;BEV15_19;5006
2018;K;STADSDELEN;Zuid;BEV20_24;10625
2018;K;STADSDELEN;Zuid;BEV25_29;19131
2018;K;STADSDELEN;Zuid;BEV30_34;16317
2018;K;STADSDELEN;Zuid;BEV35_39;11585
2018;K;STADSDELEN;Zuid;BEV40_44;9678
2018;K;STADSDELEN;Zuid;BEV45_49;9711
2018;K;STADSDELEN;Zuid;BEV50_54;8697
2018;K;STADSDELEN;Zuid;BEV55_59;7874
2018;K;STADSDELEN;Zuid;BEV60_64;6831
2020;K;STADSDELEN;Zuid;BEVHHMKIND;17261
2019;K;STADSDELEN;Zuid;BEVHHMKIND;17119
2017;K;STADSDELEN;Zuid;BEVHHMKIND;16783
2016;K;STADSDELEN;Zuid;BEVHHMKIND;16606
2015;K;STADSDELEN;Zuid;BEVHHMKIND;16423
2020;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.6
2019;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.4
2017;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.1
2016;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.0
2015;K;STADSDELEN;Zuid;BEVHHMKIND_P;20.1
2020;K;STADSDELEN;Zuid;BEV1P80PLUS;3183
2019;K;STADSDELEN;Zuid;BEV1P80PLUS;3122
2017;K;STADSDELEN;Zuid;BEV1P80PLUS;3223
2016;K;STADSDELEN;Zuid;BEV1P80PLUS;3214
2015;K;STADSDELEN;Zuid;BEV1P80PLUS;3155
2020;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.2
2019;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.1
2017;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.2
2016;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.2
2015;K;STADSDELEN;Zuid;BEV1P80PLUS_P;2.2
2020;K;STADSDELEN;Zuid;BEV1P65_79V;5137
2019;K;STADSDELEN;Zuid;BEV1P65_79V;5090
2017;K;STADSDELEN;Zuid;BEV1P65_79V;4893
2016;K;STADSDELEN;Zuid;BEV1P65_79V;4817
2015;K;STADSDELEN;Zuid;BEV1P65_79V;4641
2020;K;STADSDELEN;Zuid;BEV1P65_79M;3041
2019;K;STADSDELEN;Zuid;BEV1P65_79M;2944
2017;K;STADSDELEN;Zuid;BEV1P65_79M;2743
2016;K;STADSDELEN;Zuid;BEV1P65_79M;2639
2015;K;STADSDELEN;Zuid;BEV1P65_79M;2482
2020;K;STADSDELEN;Zuid;BEV1P80PLUSV;2421
2019;K;STADSDELEN;Zuid;BEV1P80PLUSV;2402
2017;K;STADSDELEN;Zuid;BEV1P80PLUSV;2501
2016;K;STADSDELEN;Zuid;BEV1P80PLUSV;2520
2015;K;STADSDELEN;Zuid;BEV1P80PLUSV;2480
2020;K;STADSDELEN;Zuid;BEV1P80PLUSM;762
2019;K;STADSDELEN;Zuid;BEV1P80PLUSM;720
2017;K;STADSDELEN;Zuid;BEV1P80PLUSM;722
2016;K;STADSDELEN;Zuid;BEV1P80PLUSM;694
2015;K;STADSDELEN;Zuid;BEV1P80PLUSM;675
2020;K;STADSDELEN;Zuid;BEV0_4;7179
2019;K;STADSDELEN;Zuid;BEV0_4;7343
2017;K;STADSDELEN;Zuid;BEV0_4;7556
2016;K;STADSDELEN;Zuid;BEV0_4;7774
2015;K;STADSDELEN;Zuid;BEV0_4;8020
2020;K;STADSDELEN;Zuid;BEV5_9;5891
2019;K;STADSDELEN;Zuid;BEV5_9;5863
2017;K;STADSDELEN;Zuid;BEV5_9;5889
2016;K;STADSDELEN;Zuid;BEV5_9;5813
2015;K;STADSDELEN;Zuid;BEV5_9;5650
2020;K;STADSDELEN;Zuid;BEV10_14;5119
2019;K;STADSDELEN;Zuid;BEV10_14;5075
2017;K;STADSDELEN;Zuid;BEV10_14;4824
2016;K;STADSDELEN;Zuid;BEV10_14;4780
2015;K;STADSDELEN;Zuid;BEV10_14;4747
2020;K;STADSDELEN;Zuid;BEV15_19;5197
2019;K;STADSDELEN;Zuid;BEV15_19;5105
2017;K;STADSDELEN;Zuid;BEV15_19;4922
2016;K;STADSDELEN;Zuid;BEV15_19;4837
2015;K;STADSDELEN;Zuid;BEV15_19;4811
2020;K;STADSDELEN;Zuid;BEV20_24;9830
2019;K;STADSDELEN;Zuid;BEV20_24;10084
2017;K;STADSDELEN;Zuid;BEV20_24;11144
2016;K;STADSDELEN;Zuid;BEV20_24;11486
2015;K;STADSDELEN;Zuid;BEV20_24;10925
2020;K;STADSDELEN;Zuid;BEV25_29;19176
2019;K;STADSDELEN;Zuid;BEV25_29;19277
2017;K;STADSDELEN;Zuid;BEV25_29;18652
2016;K;STADSDELEN;Zuid;BEV25_29;17875
2015;K;STADSDELEN;Zuid;BEV25_29;17010
2020;K;STADSDELEN;Zuid;BEV30_34;17149
2019;K;STADSDELEN;Zuid;BEV30_34;16720
2017;K;STADSDELEN;Zuid;BEV30_34;15662
2016;K;STADSDELEN;Zuid;BEV30_34;15177
2015;K;STADSDELEN;Zuid;BEV30_34;14963
2020;K;STADSDELEN;Zuid;BEV35_39;11844
2019;K;STADSDELEN;Zuid;BEV35_39;11614
2017;K;STADSDELEN;Zuid;BEV35_39;11645
2016;K;STADSDELEN;Zuid;BEV35_39;11594
2015;K;STADSDELEN;Zuid;BEV35_39;11607
2020;K;STADSDELEN;Zuid;BEV40_44;9375
2019;K;STADSDELEN;Zuid;BEV40_44;9582
2017;K;STADSDELEN;Zuid;BEV40_44;9876
2016;K;STADSDELEN;Zuid;BEV40_44;10232
2015;K;STADSDELEN;Zuid;BEV40_44;10538
2020;K;STADSDELEN;Zuid;BEV45_49;9309
2019;K;STADSDELEN;Zuid;BEV45_49;9496
2017;K;STADSDELEN;Zuid;BEV45_49;9728
2016;K;STADSDELEN;Zuid;BEV45_49;9535
2015;K;STADSDELEN;Zuid;BEV45_49;9340
2020;K;STADSDELEN;Zuid;BEV50_54;8840
2019;K;STADSDELEN;Zuid;BEV50_54;8793
2017;K;STADSDELEN;Zuid;BEV50_54;8595
2016;K;STADSDELEN;Zuid;BEV50_54;8599
2015;K;STADSDELEN;Zuid;BEV50_54;8586
2020;K;STADSDELEN;Zuid;BEV55_59;8118
2019;K;STADSDELEN;Zuid;BEV55_59;7929
2017;K;STADSDELEN;Zuid;BEV55_59;7736
2016;K;STADSDELEN;Zuid;BEV55_59;7590
2015;K;STADSDELEN;Zuid;BEV55_59;7456
2020;K;STADSDELEN;Zuid;BEV60_64;6958
2019;K;STADSDELEN;Zuid;BEV60_64;6943
2017;K;STADSDELEN;Zuid;BEV60_64;6791
2016;K;STADSDELEN;Zuid;BEV60_64;6836
2015;K;STADSDELEN;Zuid;BEV60_64;7000
2020;K;STADSDELEN;Zuid;BEV65_69;6343
2018;K;STADSDELEN;Zuid;IINKQ1_P;26
2017;K;STADSDELEN;Zuid;IINKQ1_P;26
2016;K;STADSDELEN;Zuid;IINKQ1_P;27
2015;K;STADSDELEN;Zuid;IINKQ1_P;27
2018;K;STADSDELEN;Zuid;IINKQ2_P;20
2017;K;STADSDELEN;Zuid;IINKQ2_P;20
2016;K;STADSDELEN;Zuid;IINKQ2_P;19
2015;K;STADSDELEN;Zuid;IINKQ2_P;20
2018;K;STADSDELEN;Zuid;IINKQ3_P;17
2017;K;STADSDELEN;Zuid;IINKQ3_P;17
2016;K;STADSDELEN;Zuid;IINKQ3_P;17
2015;K;STADSDELEN;Zuid;IINKQ3_P;17
2018;K;STADSDELEN;Zuid;IINKQ4_P;14
2017;K;STADSDELEN;Zuid;IINKQ4_P;14
2016;K;STADSDELEN;Zuid;IINKQ4_P;14
2015;K;STADSDELEN;Zuid;IINKQ4_P;13
2018;K;STADSDELEN;Zuid;IINKQ5_P;23
2017;K;STADSDELEN;Zuid;IINKQ5_P;23
2016;K;STADSDELEN;Zuid;IINKQ5_P;23
2015;K;STADSDELEN;Zuid;IINKQ5_P;23
2020;M;STADSDELEN;Oost;BEVTOTAAL;142049
2019;M;STADSDELEN;Oost;BEVTOTAAL;140300
2017;M;STADSDELEN;Oost;BEVTOTAAL;135767
2016;M;STADSDELEN;Oost;BEVTOTAAL;132421
2015;M;STADSDELEN;Oost;BEVTOTAAL;128690
2020;M;STADSDELEN;Oost;BEVMAN;70416
2019;M;STADSDELEN;Oost;BEVMAN;69564
2017;M;STADSDELEN;Oost;BEVMAN;67357
2016;M;STADSDELEN;Oost;BEVMAN;65613
2015;M;STADSDELEN;Oost;BEVMAN;63584
2020;M;STADSDELEN;Oost;BEVVROUW;71632
2019;M;STADSDELEN;Oost;BEVVROUW;70736
2017;M;STADSDELEN;Oost;BEVVROUW;68410
2016;M;STADSDELEN;Oost;BEVVROUW;66808
2015;M;STADSDELEN;Oost;BEVVROUW;65106
2020;M;STADSDELEN;Oost;BEVMAN_P;49.6
2019;M;STADSDELEN;Oost;BEVMAN_P;49.6
2017;M;STADSDELEN;Oost;BEVMAN_P;49.6
2016;M;STADSDELEN;Oost;BEVMAN_P;49.5
2015;M;STADSDELEN;Oost;BEVMAN_P;49.4
2020;M;STADSDELEN;Oost;BEVVROUW_P;50.4
2019;M;STADSDELEN;Oost;BEVVROUW_P;50.4
2017;M;STADSDELEN;Oost;BEVVROUW_P;50.4
2016;M;STADSDELEN;Oost;BEVVROUW_P;50.5
2015;M;STADSDELEN;Oost;BEVVROUW_P;50.6
2020;M;STADSDELEN;Oost;BEVDICHT;8054
2019;M;STADSDELEN;Oost;BEVDICHT;7952
2017;M;STADSDELEN;Oost;BEVDICHT;7635
2016;M;STADSDELEN;Oost;BEVDICHT;7439
2015;M;STADSDELEN;Oost;BEVDICHT;7283
2020;M;STADSDELEN;Oost;BEVSUR;8974
2019;M;STADSDELEN;Oost;BEVSUR;8997
2017;M;STADSDELEN;Oost;BEVSUR;8987
2016;M;STADSDELEN;Oost;BEVSUR;9185
2015;M;STADSDELEN;Oost;BEVSUR;9262
2020;M;STADSDELEN;Oost;BEVANTIL;1541
2019;M;STADSDELEN;Oost;BEVANTIL;1563
2017;M;STADSDELEN;Oost;BEVANTIL;1553
2016;M;STADSDELEN;Oost;BEVANTIL;1575
2015;M;STADSDELEN;Oost;BEVANTIL;1519
2020;M;STADSDELEN;Oost;BEVTURK;5697
2019;M;STADSDELEN;Oost;BEVTURK;5695
2017;M;STADSDELEN;Oost;BEVTURK;5721
2016;M;STADSDELEN;Oost;BEVTURK;5707
2015;M;STADSDELEN;Oost;BEVTURK;5778
2020;M;STADSDELEN;Oost;BEVMAROK;12719
2019;M;STADSDELEN;Oost;BEVMAROK;12688
2017;M;STADSDELEN;Oost;BEVMAROK;12720
2016;M;STADSDELEN;Oost;BEVMAROK;12702
2015;M;STADSDELEN;Oost;BEVMAROK;12626
2020;M;STADSDELEN;Oost;BEVOVNW;16860
