jaar;gebiedcode15;gebiedcodetype;gebiednaam;variabele;waarde
2018;K54;WIJKEN;Rijnbuurt;BEV30_34;1056
2018;K54;WIJKEN;Rijnbuurt;BEV35_39;759
2018;K54;WIJKEN;Rijnbuurt;BEV40_44;566
2018;K54;WIJKEN;Rijnbuurt;BEV45_49;620
2018;K54;WIJKEN;Rijnbuurt;BEV50_54;541
2018;K54;WIJKEN;Rijnbuurt;BEV55_59;524
2018;K54;WIJKEN;Rijnbuurt;BEV60_64;425
2020;K54;WIJKEN;Rijnbuurt;BEVHHMKIND;1007
2019;K54;WIJKEN;Rijnbuurt;BEVHHMKIND;996
2017;K54;WIJKEN;Rijnbuurt;BEVHHMKIND;995
2016;K54;WIJKEN;Rijnbuurt;BEVHHMKIND;988
2015;K54;WIJKEN;Rijnbuurt;BEVHHMKIND;993
2020;K54;WIJKEN;Rijnbuurt;BEVHHMKIND_P;18.0
2019;K54;WIJKEN;Rijnbuurt;BEVHHMKIND_P;17.8
2017;K54;WIJKEN;Rijnbuurt;BEVHHMKIND_P;17.7
2016;K54;WIJKEN;Rijnbuurt;BEVHHMKIND_P;17.6
2015;K54;WIJKEN;Rijnbuurt;BEVHHMKIND_P;17.8
2020;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS;183
2019;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS;175
2017;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS;186
2016;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS;189
2015;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS;186
2020;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS_P;2.0
2019;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS_P;1.9
2017;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS_P;2.0
2016;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS_P;2.1
2015;K54;WIJKEN;Rijnbuurt;BEV1P80PLUS_P;2.1
2020;K54;WIJKEN;Rijnbuurt;BEV1P65_79V;396
2019;K54;WIJKEN;Rijnbuurt;BEV1P65_79V;387
2017;K54;WIJKEN;Rijnbuurt;BEV1P65_79V;362
2016;K54;WIJKEN;Rijnbuurt;BEV1P65_79V;353
2015;K54;WIJKEN;Rijnbuurt;BEV1P65_79V;350
2020;K54;WIJKEN;Rijnbuurt;BEV1P65_79M;244
2019;K54;WIJKEN;Rijnbuurt;BEV1P65_79M;233
2017;K54;WIJKEN;Rijnbuurt;BEV1P65_79M;207
2016;K54;WIJKEN;Rijnbuurt;BEV1P65_79M;209
2015;K54;WIJKEN;Rijnbuurt;BEV1P65_79M;178
2020;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSV;134
2019;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSV;126
2017;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSV;140
2016;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSV;145
2015;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSV;143
2020;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSM;49
2019;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSM;49
2017;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSM;46
2016;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSM;44
2015;K54;WIJKEN;Rijnbuurt;BEV1P80PLUSM;43
2020;K54;WIJKEN;Rijnbuurt;BEV0_4;444
2019;K54;WIJKEN;Rijnbuurt;BEV0_4;435
2017;K54;WIJKEN;Rijnbuurt;BEV0_4;435
2016;K54;WIJKEN;Rijnbuurt;BEV0_4;441
2015;K54;WIJKEN;Rijnbuurt;BEV0_4;480
2020;K54;WIJKEN;Rijnbuurt;BEV5_9;276
2019;K54;WIJKEN;Rijnbuurt;BEV5_9;271
2017;K54;WIJKEN;Rijnbuurt;BEV5_9;296
2016;K54;WIJKEN;Rijnbuurt;BEV5_9;298
2015;K54;WIJKEN;Rijnbuurt;BEV5_9;289
2020;K54;WIJKEN;Rijnbuurt;BEV10_14;242
2019;K54;WIJKEN;Rijnbuurt;BEV10_14;255
2017;K54;WIJKEN;Rijnbuurt;BEV10_14;235
2016;K54;WIJKEN;Rijnbuurt;BEV10_14;243
2015;K54;WIJKEN;Rijnbuurt;BEV10_14;245
2020;K54;WIJKEN;Rijnbuurt;BEV15_19;248
2019;K54;WIJKEN;Rijnbuurt;BEV15_19;265
2017;K54;WIJKEN;Rijnbuurt;BEV15_19;284
2016;K54;WIJKEN;Rijnbuurt;BEV15_19;273
2015;K54;WIJKEN;Rijnbuurt;BEV15_19;277
2020;K54;WIJKEN;Rijnbuurt;BEV20_24;699
2019;K54;WIJKEN;Rijnbuurt;BEV20_24;759
2017;K54;WIJKEN;Rijnbuurt;BEV20_24;852
2016;K54;WIJKEN;Rijnbuurt;BEV20_24;884
2015;K54;WIJKEN;Rijnbuurt;BEV20_24;835
2020;K54;WIJKEN;Rijnbuurt;BEV25_29;1377
2019;K54;WIJKEN;Rijnbuurt;BEV25_29;1307
2017;K54;WIJKEN;Rijnbuurt;BEV25_29;1320
2016;K54;WIJKEN;Rijnbuurt;BEV25_29;1222
2015;K54;WIJKEN;Rijnbuurt;BEV25_29;1181
2020;K54;WIJKEN;Rijnbuurt;BEV30_34;1113
2019;K54;WIJKEN;Rijnbuurt;BEV30_34;1083
2017;K54;WIJKEN;Rijnbuurt;BEV30_34;1034
2016;K54;WIJKEN;Rijnbuurt;BEV30_34;1048
2015;K54;WIJKEN;Rijnbuurt;BEV30_34;1033
2020;K54;WIJKEN;Rijnbuurt;BEV35_39;759
2019;K54;WIJKEN;Rijnbuurt;BEV35_39;765
2017;K54;WIJKEN;Rijnbuurt;BEV35_39;753
2016;K54;WIJKEN;Rijnbuurt;BEV35_39;743
2015;K54;WIJKEN;Rijnbuurt;BEV35_39;778
2020;K54;WIJKEN;Rijnbuurt;BEV40_44;579
2019;K54;WIJKEN;Rijnbuurt;BEV40_44;565
2017;K54;WIJKEN;Rijnbuurt;BEV40_44;621
2016;K54;WIJKEN;Rijnbuurt;BEV40_44;659
2015;K54;WIJKEN;Rijnbuurt;BEV40_44;681
2020;K54;WIJKEN;Rijnbuurt;BEV45_49;590
2019;K54;WIJKEN;Rijnbuurt;BEV45_49;599
2017;K54;WIJKEN;Rijnbuurt;BEV45_49;622
2016;K54;WIJKEN;Rijnbuurt;BEV45_49;597
2015;K54;WIJKEN;Rijnbuurt;BEV45_49;562
2020;K54;WIJKEN;Rijnbuurt;BEV50_54;540
2019;K54;WIJKEN;Rijnbuurt;BEV50_54;547
2017;K54;WIJKEN;Rijnbuurt;BEV50_54;530
2016;K54;WIJKEN;Rijnbuurt;BEV50_54;554
2015;K54;WIJKEN;Rijnbuurt;BEV50_54;566
2020;K54;WIJKEN;Rijnbuurt;BEV55_59;517
2019;K54;WIJKEN;Rijnbuurt;BEV55_59;515
2017;K54;WIJKEN;Rijnbuurt;BEV55_59;514
2016;K54;WIJKEN;Rijnbuurt;BEV55_59;492
2015;K54;WIJKEN;Rijnbuurt;BEV55_59;484
2020;K54;WIJKEN;Rijnbuurt;BEV60_64;447
2019;K54;WIJKEN;Rijnbuurt;BEV60_64;441
2017;K54;WIJKEN;Rijnbuurt;BEV60_64;438
2016;K54;WIJKEN;Rijnbuurt;BEV60_64;429
2015;K54;WIJKEN;Rijnbuurt;BEV60_64;436
2020;K54;WIJKEN;Rijnbuurt;BEV65_69;415
2018;K54;WIJKEN;Rijnbuurt;IINKQ1_P;32
2017;K54;WIJKEN;Rijnbuurt;IINKQ1_P;33
2016;K54;WIJKEN;Rijnbuurt;IINKQ1_P;34
2015;K54;WIJKEN;Rijnbuurt;IINKQ1_P;35
2018;K54;WIJKEN;Rijnbuurt;IINKQ2_P;23
2017;K54;WIJKEN;Rijnbuurt;IINKQ2_P;22
2016;K54;WIJKEN;Rijnbuurt;IINKQ2_P;22
2015;K54;WIJKEN;Rijnbuurt;IINKQ2_P;23
2018;K54;WIJKEN;Rijnbuurt;IINKQ3_P;17
2017;K54;WIJKEN;Rijnbuurt;IINKQ3_P;17
2016;K54;WIJKEN;Rijnbuurt;IINKQ3_P;17
2015;K54;WIJKEN;Rijnbuurt;IINKQ3_P;17
2018;K54;WIJKEN;Rijnbuurt;IINKQ4_P;12
2017;K54;WIJKEN;Rijnbuurt;IINKQ4_P;12
2016;K54;WIJKEN;Rijnbuurt;IINKQ4_P;13
2015;K54;WIJKEN;Rijnbuurt;IINKQ4_P;12
2018;K54;WIJKEN;Rijnbuurt;IINKQ5_P;16
2017;K54;WIJKEN;Rijnbuurt;IINKQ5_P;15
2016;K54;WIJKEN;Rijnbuurt;IINKQ5_P;15
2015;K54;WIJKEN;Rijnbuurt;IINKQ5_P;14
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1342
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1337
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1313
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1318
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1279
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;625
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;626
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;592
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;583
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;571
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;717
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;711
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;721
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;735
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;708
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;46.6
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;46.8
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;45.1
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;44.2
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;44.6
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;53.4
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;53.2
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;54.9
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;55.8
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;55.4
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3527
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3514
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3425
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3468
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3366
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;12
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;12
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;15
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;16
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;14
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;7
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;7
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;7
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;4
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;8
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;17
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;16
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;8
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;3
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;2
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;13
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;13
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;7
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;7
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;3
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;146
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;139
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;106
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;108
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;106
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;406
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;398
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;409
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;396
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;353
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;741
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;752
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;761
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;784
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;793
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;0.9
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;0.9
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;1.1
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;1.2
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;1.1
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.5
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.5
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.5
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.3
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.6
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;1.3
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;1.2
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;0.6
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;0.2
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;0.2
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;1.0
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;1.0
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;0.5
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;0.5
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;0.2
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;10.9
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;10.4
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;8.1
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;8.2
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;8.3
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;30.3
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;29.8
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;31.2
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;30.0
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;27.6
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;55.2
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;56.2
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;58.0
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;59.5
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;62.0
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;195
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;187
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;143
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;138
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;133
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;14.5
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;14.0
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;10.9
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;10.5
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;10.4
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;134
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;124
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;87
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;85
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;83
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;240
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;230
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;243
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;228
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;193
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;347
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;354
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;392
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;386
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;378
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;25.9
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;26.5
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;29.9
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;29.3
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;29.6
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLLAAG_P;10
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLLAAG_P;11
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLLAAG_P;8
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLMID_P;24
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLMID_P;22
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLMID_P;23
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLHOOG_P;66
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLHOOG_P;67
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLHOOG_P;69
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTOTAAL;1336
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN;613
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW;723
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAN_P;45.9
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVVROUW_P;54.1
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVDICHT;3512
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR;13
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL;8
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK;10
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK;9
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW;136
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST;409
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH;751
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVSUR_P;1.0
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVANTIL_P;0.6
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVTURK_P;0.7
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVMAROK_P;0.7
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOVNW_P;10.2
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVWEST_P;30.6
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVAUTOCH_P;56.2
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW;176
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNW_P;13.2
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGNW;115
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVEGWEST;246
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING;375
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVNSTEDELING_P;28.1
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLLAAG_P;8
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLMID_P;25
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVOPLHOOG_P;67
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;187
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;27.9
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;64
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.8
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;73
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;23
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;53
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;11
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV0_4;80
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV5_9;84
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV10_14;91
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV15_19;56
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV20_24;60
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV25_29;66
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV30_34;83
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV35_39;87
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV40_44;100
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV45_49;89
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV50_54;88
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV55_59;68
2018;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV60_64;71
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;191
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;191
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;191
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;179
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND;169
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;29.0
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;29.2
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;28.5
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;26.6
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEVHHMKIND_P;25.3
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;57
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;57
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;59
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;58
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS;59
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.2
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.3
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.5
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.4
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUS_P;4.6
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;69
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;71
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;72
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;73
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79V;76
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;25
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;25
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;25
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;26
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P65_79M;27
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;47
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;49
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;48
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;50
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSV;51
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;10
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;8
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;11
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;8
2015;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV1P80PLUSM;8
2020;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV0_4;72
2019;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV0_4;78
2017;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV0_4;83
2016;K59;WIJKEN;Prinses Irenebuurt e.o.;BEV0_4;90
