PC6;Buurt2020;BU_NAAM;Wijk2020;WK_NAAM;Gemeente2020;GM_NAAM
1018DP;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DR;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DS;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DT;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DV;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DW;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DX;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018DZ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EA;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EB;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EC;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018ED;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EE;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EG;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EH;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EJ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EK;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EL;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EM;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EN;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EP;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EP;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018ER;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018ES;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018ET;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EV;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EW;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EX;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018EZ;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GA;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GB;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GD;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GE;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GG;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GH;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GJ;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GK;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GL;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GM;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GN;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GP;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GR;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GS;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GT;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GV;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GW;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GW;3630804;Alexanderplein e.o.;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GX;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018GZ;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HA;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HB;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HC;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HD;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HE;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HG;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HH;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HJ;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HK;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018HL;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HM;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HN;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HP;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HR;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HS;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HT;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HV;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HW;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HX;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018HZ;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JA;3630900;Marine-Etablissement;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JB;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JC;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JD;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JE;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JG;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JH;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JJ;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JK;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JL;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JM;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JN;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JP;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JR;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JS;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JT;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JV;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JW;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JX;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018JZ;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KA;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KB;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KC;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KD;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KE;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KG;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KH;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KJ;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KK;3630900;Marine-Etablissement;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KK;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KL;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KM;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KN;3630901;Kattenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KP;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KR;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KS;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KT;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KV;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KW;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KX;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018KZ;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LA;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LB;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LC;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LD;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LE;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LG;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LH;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LJ;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LK;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LL;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LM;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LN;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LP;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LR;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LS;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LT;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LV;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LW;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LX;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018LZ;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MA;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MB;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MC;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MD;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018ME;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MG;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MH;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MJ;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MK;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018ML;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MM;3630907;Kazernebuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MN;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MP;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MR;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MS;3630907;Kazernebuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MT;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MV;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MW;3630907;Kazernebuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MX;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018MZ;3630907;Kazernebuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NA;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NB;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NB;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NC;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018ND;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018ND;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NE;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NG;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NG;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NH;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NJ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NK;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NL;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NM;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NN;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NP;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NR;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NS;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NT;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NV;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NW;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NX;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018NZ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PA;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PB;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PC;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PD;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PE;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PG;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PH;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PJ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PK;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PL;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PL;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PM;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PN;3630903;Oostenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PR;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PS;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PT;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PV;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PW;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PX;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018PZ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RA;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RB;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RC;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RD;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RE;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RG;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RH;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RJ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RK;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RL;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RM;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RN;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RR;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RS;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RT;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RV;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RW;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RX;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018RZ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SB;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SC;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SE;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SG;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SH;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SJ;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SK;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SL;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SM;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SN;3630904;Czaar Peterbuurt;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018SP;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018SR;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018ST;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018SV;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018SW;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018SX;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018SZ;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TA;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TB;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TC;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TD;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TE;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TG;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TH;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TJ;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TK;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TL;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TM;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TN;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TP;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TR;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TS;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TT;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TV;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TW;3630803;de Plantage;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TX;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018TZ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VA;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VB;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VC;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VD;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VE;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VG;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VH;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VJ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VK;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VL;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VM;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VN;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VP;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VR;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VS;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VT;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VV;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VW;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VX;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018VZ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WA;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018WB;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WB;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WC;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WD;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WE;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WG;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WH;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WJ;3630908;Kadijken;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018WK;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WL;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WM;3630902;Wittenburg;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018WN;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WP;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WR;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WS;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WT;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WV;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018WW;3630908;Kadijken;36309;Oostelijke Eilanden/Kadijken;363;Amsterdam
1018WZ;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XA;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XB;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XC;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XD;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XE;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XG;3630801;Sarphatistrook;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XH;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XJ;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XK;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XL;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XM;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XN;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XP;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
1018XR;3630800;Weesperbuurt;36308;Weesperbuurt/Plantage;363;Amsterdam
